name
Kirsten Johnson
Michael Duggan
"Almudena Carracedo, Robert Bahar"
Paul Verhoeven
Younuts!
Obi Emelonye
Daniel Effiong
Abhijit Panse
Rachel Griffiths
David Dobkin
Oluseyi Asurf
Eduardo Roy Jr.
Ravikanth Perepu
Sooraj R. Barjatya
"Bonni Cohen, Jon Shenk"
Anvita Dutt
Gaspar Antillo
Eric Notarnicola
Musthafa
Ishaya Bako
"Kate Mulleavy, Laura Mulleavy"
Akhigbe Ilozobhie
Apurva Dhar Badgaiyann
Elissa Down
Guillaume Pierret
Olivier Assayas
"Junichi Sato, Tomotaka Shibayama"
Pablo Aulita
Manatsanun Phanlerdwongsakul
Georges Hachem
Peter Lepeniotis
Jim Hosking
Paco Aguilar
Greg McLean
Juan José Campanella
A. Raajdheep
"Fajar Bustomi, Pidi Baiq"
Nicholas Kharkongor
Michael McKay
Kitaro Kosaka
Ali F. Mostafa
Ayman Makram
George Gallo
Ry Russo-Young
"Barbara Białowąs, Tomasz Mandes"
"Akhil Paul, Anas Khan"
Kanika Batra
Michael Cristofer
Mohamed Khan
Adriana Trigiani
Phil Sgriccia
Andaç Haznedaroğlu
Murat Kepez
Greta Gerwig
Sam Rega
Wael Ehsan
Inas El-Degheidy
Ahmed Al-Badry
Sameh Abdulaziz
Wael Ihsan
Izidore K. Musallam
Sherif Arafa
Yasir Al Yasiri
Safdar Rahman
Tomas Brickhill
Hani Al-Shaibani
Mamoru Hosoda
James Franco
Niall Johnson
Michael Damian
Ahmed Zain
Angshuman Ghosh
Ahmed Zein
Alejandro Montiel
Fernando Frías de la Parra
Madeleine Parry
Yu Yang
Jesse Warn
"Josh Safdie, Benny Safdie"
"Hiromasa Yonebayashi, Yoshiyuki Momose, Akihiko Yamashita"
Michael Showalter
"Norm Hiscock, Gary Howsam, Mike Smith, John Paul Tremblay, Robb Wells"
Almunsif Alsuwaisi
Fouad Al Shatti
Fouad El-Mohandes
Andrés Feddersen
Samir Al Asfory
Hussein Kamal
Hassan AbdulSalam
Houssam El-Din Mustafa
"Muhammad Fadl, Hany Motawie"
Lonzo Nzekwe
"Alex Timbers, Sam Wrench"
Rebecca Johnson
Carlos Morett
Megha Ramaswamy
Saeed Hamed
Ali Ragab
Ahmad El-Badri
Marcus Raboy
Haifaa Al-Mansour
Mohammed Alhmly
Lucien Bourjeily
Laura Mañá
Sivaroj Kongsakul
Salmeen AlMurry Amer
Mohit Suri
Obaid Alhmoudi
Adekunle Nodash Adejuyigbe
Sadeq Behbehani
Dylan Mohan Gray
Hussein El Ansary
Claire Scanlon
Vipul Amrutlal Shah
Donick Cary
Will Forbes
Francesco Amato
"Damien Chazelle, Houda Benyamina, Laïla Marrakchi, Alan Poul"
S.A. Zaidi
Hamad AlSarraf
He Xiaofeng
Nadia Hallgren
Pedro Flores Maldonado
Joe DeMaio
Aaron Woodley
Lucas Margutti
Ashok Nanda
Hernán Guerschuny
Alex Ranarivelo
Seth Barrish
Brett Hedlund
Joe Robert Cole
Michelle Esrick
Olivier Abbou
Jeffrey Schwarz
"Eric Darnell, Tom McGrath"
Craig Freimond
Shirish Kunder
Mysskin
Alice Wu
Joey So
Dennie Gordon
Michael M. Scott
Sion Sono
"David Chuang, Chen Kuan-chung"
Chris Bolan
Omoni Oboli
Saravana Rajan
"Muharrem Gülmez, Sırrı Süreyya Önder"
Sermiyan Midyat
"Ahmed Yousry, Hazem Fouda"
Handan İpekçi
Ferzan Özpetek
Ashraf Fayeq
Paul Munger
Matei Dima
Jonathan Augustin
Venky Kudumula
Amr Arafa
Michel Hazanavicius
Ahmed Saleh
Ahmed Medhat
Mohamed Yassin
Chakri Toleti
Neville Shah
Upi Avianto
Yoon Sung-hyun
Rachel Mason
Patryk Vega
Marc Vigil
Kris Pearn
Ryan Polito
Anoop Sathyan
Müfit Can Saçıntı
Cüneyt Kaya
Greg Barker
Leticia Jorge Romero
"Adrien Lagier, Ousmane Ly"
"Ethan Coen, Joel Coen"
Jon M. Chu
Diego Pignataro
Ian Edelman
Ali Yorgancıoğlu
Digo Ricio
Emcy Joseph
Kranthi Madhav
Matt D'Elia
Jeff Chan
Dean Craig
"Grand Corps Malade, Mehdi Idir"
Jay Karas
Stefano Lodovichi
Alan Yang
Perci Intalan
M. Night Shyamalan
Chris Robinson
Eddie Mensore
Sean Baker
Padraig Reynolds
Yorgos Lanthimos
Michael Dowse
"Pablo Lejarreta, Luis Alfaro"
Armando Iannucci
Akira Saitoh
Haruka Fujita
Mukul Anand
Karan Malhotra
"David Batra, Jon Rudberg"
Tarun Mansukhani
Ramesh Talwar
Mahesh Bhatt
Raj Khosla
Punit Malhotra
Shashank Khaitan
Soham Shah
Karan Johar
Nikkhil Advani
Shakun Batra
"Rajiv Chilaka, Anirban Majumder, Alka Amarkant Dubey"
Prakash Mehra
Anand Ravichandran
"Richard Claus, Karsten Kiilerich"
Floria Sigismondi
Renzil D'Silva
Fritz Böhm
Ravishankar Venkateswaran
Vijay S. Bhanushali
David Hunt
Stephen S. Campanelli
Rakesh Ranjan Kumar
Sam Irvin
Gary Stretch
Desingh Periyasamy
"TJ Sullivan, Greg Rankin"
Neeraj Udhwani
Patrice Laliberté
"Ellen Page, Ian Daniel"
"Todd Kauffman, Mark Thornton"
Prentice Penny
Zsolt Pálfi
Nawapol Thamrongrattanarit
Marlene Melchior
Aaron Lieber
Tamas Yvan Topolanszky
"Àlex Pastor, David Pastor"
Rami Hachache
Francisco Macri
Gabriela García Rivas
"Eric Goode, Rebecca Chaiklin"
Francesco Lettieri
John Suits
"Takeru Nakajima, Yoshiyuki Okada"
Susan Walter
Masaaki Yuasa
Pierre Deschamps
Jeff Tomsic
Scot Armstrong
Naman Nitin Mukesh
Lynn Novick
Navjot Gulati
Stephanie Zwane
Owen Trevor
Stephanie Turner
Liz Garbus
Mehmet Ada Öztekin
Jos Humphrey
Sharmeen Obaid-Chinoy
Toyin Abraham
Ruchi Narain
Christophe Charrier
Daniel Calparsoro
Trivikram Srinivas
Kittiphak Thonguam
Cristi Puiu
"Sebastian Jones, Ramez Silyan"
Carlos Sedes
"Adam B. Stein, Zach Lipovsky"
Athiyan Athirai
Zuko Nodada
Madonna
Milton Horowitz
Sneha Taurani
Momoko Kamiya
Matthew Ross
Lee Kirk
Ziggy Hofmeyr
Gustavo Ron
Yacine Belhousse
Sam Dunn
"Kunihiko Yuyama, Motonori Sakakibara"
"Ali Kalthami, Meshal Aljaser, Faris Godus, Mohamed al Salman, Faisal al Amer"
Tolu Awobiyi
Oyefunke Fayoyin
Jason Orley
Robert Eagar
Travis Stevens
Mick Grogan
Nora Fingscheidt
Jeethu Joseph
Dee Rees
Sooni Taraporevala
Linda Korsten
Tom Barton-Humphreys
Angelina Jolie
R.J. Daniel Hanna
Paco Cabezas
Peter Billingsley
Jason Zada
Avgousta Zourelidi
"Richard Phelan, Will Becher"
Rod Cabatana Marmol
Michał Tylka
Oliver Kienle
Brian Webber
"Takashi Yamazaki, Ryuichi Yagi, Makoto Hanafusa"
"Pantham Thongsang, Cheewatan Pusitsuksa"
"Paul Krüger, Anél Stolp"
"Benny Safdie, Josh Safdie"
Andres Clariond
Andrew Dean
Lars Klevberg
Lukasz Kosmicki
Shanavas K. Bavakutty
Kwabena Gyansah
Jeff Baena
Kumaran
Jared Moshé
"Austin Peck, Anneliese Vandenberg"
James Bamford
"Julia Willoughby Nason, Jenner Furst"
"Nate Adams, Adam Carolla"
Ivan Silvestrini
Robert Krantz
Gregory Jacobs
Alfonso Cortés-Cavanillas
Xavier Manrique
Richard Gabai
Alfons Adetuyi
Thomas Astruc
Erwin van den Eshof
G.J. Echternkamp
Hikari
Jean-Claude Flamand-Barny
Lana Wilson
Shannon Hartman
David Oelhoffen
Ramesh Sippy
"Vir Das, Ajay Bhuyan"
"Josh Z. Weinstein, Joshua Z. Weinstein"
Chung Mong-hong
Johnny Breedt
César Rodrigues
Quek Shio-chuan
"Pablo Stoll, Juan Pablo Rebella"
Krysia Plonka
Madhumita
Debamitra Biswal
David Lynch
Tyler Perry
Caryn Waechter
Tim Hill
Numa Perrier
Brian Helgeland
Yoshiyuki Momose
Danny Boyle
Rima Das
Paco Plaza
Andrew Goth
William Kaufman
"David Benioff, D.B. Weiss"
Steve Boettcher
Mikhil Musale
Tom Green
David Lowery
Maria Ripoll
Yibrán Asuad
Edwin
Vadim Jean
"Mark A.Z. Dippé, Kyung Ho Lee"
"Mark A.Z. Dippé, Eondeok Han"
Mark A.Z. Dippé
John A. Davis
Justin Webster
Tetsuo Yajima
John Lyde
Steve Rash
Ravi Babu
Soumitra Ranade
Jon Rosenbaum
Bruce Leddy
Yuki Yamato
Andrew Wessels
Emir Kusturica
Odunlade Adekola
Elisa Fuksas
Lee Toland Krieger
"Akiyuki Shinbo, Nobuyuki Takeuchi"
Ron Oliver
"Shojiro Nishimi, Guillaume Renard"
Pepe Bojórquez
Rhys Thomas
David M. Rosenthal
Louise Alston
Sunkanmi Adebayo
Falz
Frank Rajah Arase
Fernando Meirelles
Rodrigo Reyes
Mark Lewis
Sebastian DiNatale
"Nuhash Humayun, Syed Ahmed Shawki, Rahat Rahman, Robiul Alam Robi, Golam Kibria Farooki, Mir Mukarram Hossain, Tanvir Ahsan, Mahmudul Islam, Abdullah Al Noor, Krishnendu Chattopadhyay, Syed Saleh Ahmed Sobhan"
Karan Anshuman
Farhan Akhtar
Zoya Akhtar
Mrighdeep Singh Lamba
Tsutomu Mizushima
Reema Kagti
Jadesola Osiberu
Vijay Lalwani
Abhishek Kapoor
Michael Bay
Biodun Stephen
Ding-Lin Wang
Richard van't Riet
Shonali Bose
Lance Bangs
Robbie Countryman
Trey Edward Shults
Sujeeth
Alexandre Avancini
Noah Baumbach
Atsuko Ishizuka
Eric Aghimien
Michel Tikhomiroff
"Robert Kenner, Taki Oldham"
John Schultz
Linda Mendoza
Michelle Johnston
Vijay Kumar Arora
Matt Shakman
Mikhail Red
Pankaj Batra
Serge Ou
Navaniat Singh
Gaurav Bavdankar
Jagdeep Sidhu
Tanawat Aiemjinda
Mukesh Vohra
"Syrine Boulanouar, Nekfeu"
Tudor Giurgiu
"Luis Ara, Ignacio Jaunsolo"
Abhishek Sharma
Mati Diop
Jérémy Clapin
Mandla Dube
Mike Ezuruonye
Cheta Chukwu
Roger Russell
Toka McBaror
Edward Zwick
Basava Shankar Eeday
"Elle-Máijá Tailfeathers, Kathleen Hepburn"
Sanjiv Jaiswal
"Marta Jaenes, Rosa Márquez"
Julien Abraham
Monika Mitchell
Eva Orner
KVR Mahendra
Juan Carlos Rulfo
Raj R
Steve Paley
Timo Vuorensola
Robb Dipple
Eli Roth
Wash Westmoreland
Alessandro Angulo
Mauro Scandolari
Arjun Jandyala
"Shashanka Ghosh, Samit Basu"
Naoko Yamada
Sergio Pablos
Valli Bindana
Makoto Shinkai
Gautier & Leduc
Christopher Storer
Josh Aronson
Luke Snellin
Xavier Durringer
Pawan Kumar
Phillip Youmans
Zhang Yimou
Neal Brennan
Azazel Jacobs
Jung Ji-woo
Matt D'Avella
Parthiban
Scott McAboy
"Raymie Muzquiz, Stu Livingston"
Joe Menendez
Eric Bross
Will Eisenberg
Marina Seresesky
Kenny Leon
Harvey Lowry
James Dearden
"Drea Cooper, Zackary Canepari"
Michael A. Nickles
Blayne Weaver
David Michôd
Marco Bonfanti
Everardo González
"Rodrigo Guardiola, Gabriel Cruz Rivas"
Juani Libonatti
DJ Chen
Park Joon-hwa
Saravana Rajendran
Matt Kay
Craig Brewer
Billy Lyons
Michael Steed
Zak Hilditch
Michael Steiner
Andrew Slater
"Glen Goei, Gavin Yap"
Huw Cordey
Yuen Woo-ping
Gillian Robespierre
Thomas Vinterberg
Ciarán Foy
Daniel Sánchez Arévalo
Don Omope
Ed Perkins
Steven Soderbergh
Udai Singh Pawar
Guntur Soeharjanto
Bassam Tariq
Leslie Iwerks
Louie Psihoyos
Ahmet Katıksız
Jean-François Blais
"Leïla Sy, Kery James"
Vince Gilligan
Bolanle Austen-Peters
Dennis Rovira van Boekholt
Naoto Amazutsumi
Jenny Gage
Kaila York
Vandana Kataria
Onur Bilgetay
Vincenzo Natali
Tugçe Soysop
"Jacob Joice, Steve Ball"
Luis Javier Henaine
Anand Kamalakar
Lee Yoon-jung
Roy Poortmans
Vrinda Samartha
Nicholaus Goossen
"Stig Bergqvist, Paul Demeyer"
"Igor Kovalyov, Norton Virgien"
Danny Cannon
Mana Yasuda
Gupse Özay
Jim Mickle
"Jumpei Mizusaki, Koji Morimoto, Michael Arias, Masaru Matsumoto, Arthell Isom, Henry Thurlow, Takanobu Mizuno, Elsa Nakamichi, Hajime Sasaki, Shinji Takagi"
Mangesh Hadawale
Wong Kar Wai
Otilia Portillo Padua
B. V. Nandini Reddy
Michael J. Bassett
Rahul Ravindran
Archie Borders
Deepti Naval
Scott Aukerman
Mariano Barroso
"Kiko Cruz Claverol, Patricia Font"
Sandeep Reddy Vanga
Manny Rodriguez
Randall Lobb
Alex Stapleton
Teng Huatao
Nzingha Stewart
Orlando von Einsiedel
Anubhav Sinha
Maha Venkatesh
Tharun Bhascker
Farhan Alam
A. L. Vijay
Petra Costa
Hayato Date
"Petra Costa, Lea Glob"
"Rémy Four, Julien War"
Alejandro Fernández Almendras
Jota Linares
Wagner de Assis
White Trash Tyler
Stan Lathan
Yeung Yat-Tak
Rai Yuvraj Bains
Sunil Thakur
Muh Chen
Saurabh Sinha
Ashwin Saravanan
Julia Knowles
Tarsem Singh
Kepa Sojo
"Vikramaditya Motwane, Anurag Kashyap"
"Cho Li, Chen Hung-yi, Weica Wang, Liu Bang-yao, Lin Guan-fu, Shen Chi, YC Tom Lee"
Manu Ashokan
Anita Udeep
Vlad Yudin
Alberto Arnaut Estrada
Robert Moresco
Aadish Keluskar
"Joe Murray, Cosmo Segurson"
Jesse Moss
Shin Won-ho
Sujoy Ghosh
John Asher
Alex Burunova
Jesús Torres Torres
Camille Shooshani
Vijay Kumar
Phanindra Narsetti
Gideon Raff
Jorge M. Fontana
Olivier Afonso
"Karim Amer, Jehane Noujaim"
Jay Chapman
"Jay Karas, Demetri Martin"
Dante Lam
Chi Keung Fung
"Corey Yuen, Patrick Leung"
To-hoi Kong
Frank Ariza
Jerry Seinfeld
Aditya Sarpotdar
Nisheeta Keni
Daniel Gray Longino
Gerardo Olivares
Wi Ding Ho
Joe Lynch
Andreas Pichler
Daniel Arasanz
Spike Jonze
"Marcelo Altmark, Mariano Mucci, Luis A. Scalella"
Hernán Zin
Sittisiri Mongkolsiri
Robbie Grewal
Thiagarajan Kumararaja
Kate Horne
Roberto Girault Facha
"Alex Díaz, Marcos Bucay"
Svati Chakravarty Bhatkal
Kevin Bray
"Jesse V. Johnson, Jesse Johnson"
"Miguel Cohan, Miguel Cohan"
"Luis Alberto Restrepo, Andrés Beltrán, Jaime Rayo"
Hideaki Anno
"Hideaki Anno, Kazuya Tsurumaki"
"Abhijit Kokate, Srivinay Salian"
Antonin Baudry
Jon Watts
Jakob Lass
"John Haptas, Kristine Samuelson"
Sanjay Jadhav
Vinod Kapri
Elías León
Kyle Newacheck
Mark Ritchie
Rocky Soraya
Federico Veiroj
Isabel Coixet
Grant Sputore
Juan Antin
Hanno Olderdissen
Amar Kaushik
Eva Trobisch
Mathieu Auvray
"Limbert Fabian, Brandon Oldenburg"
Datta Mohan Bhandare
Sanjib Dey
Daniel Yee Heng Chan
Rakeysh Omprakash Mehra
Han Han
Jang Jae-hyun
Sudabeh Mortezai
Richard Shepard
"Mike Diva, Akiva Schaffer"
Trisha Ziff
Vasan Bala
Diego Enrique Osorno
Pedring A. Lopez
Sam Cullman
Francesco Imperato
Stefon Bristol
Kate Melville
Aditya Vikram Sengupta
Mandie Fletcher
Aijaz Khan
Gonzalo López-Gallego
Abby Epstein
Hepi Mita
Che Sandoval
Jean-Bernard Marlin
Yee Tung-Shing
Patricia Font
Yen Cheng-kuo
"Alex Parkinson, Richard da Costa"
Frant Gwo
Hao Wu
Felipe Cano
Gabriela Tagliavini
Lee Jeong-beom
William Bindley
Manav Shah
Michael Epstein
Rachel Lears
Syamsul Yusof
Mangesh Kanthale
Herman Yau
Dar Gai
Sathyan Anthikad
Brian Oakes
Bille August
Fab Five Freddie
Sandra Restrepo
Sarthak Dasgupta
Jennifer Kaytin Robinson
Renato De Maria
Alan Rickman
Ulises Valencia
Beyoncé Knowles-Carter
Richard Curtis
Suparn Verma
Anant Balani
Soukarya Ghosal
Leena Yadav
Amitabha Singh
Hasan Karacadağ
Chris Nelson
"Lee Kyoungmi, Yim Pilsung, Jeon Go-woon, Kim Jong-kwan"
John R. Leonetti
Jeremiah Jones
Brie Larson
"Rocky Soraya, Anggy Umbara"
Shelly Chopra Dhar
Shanjey Kumar Perumal
Tianyu Zhao
Shazia Ali Khan
Erik White
Owen Egerton
"Sam ""Blitz"" Bazawule"
Swapnaneel Jayakar
Kyzza Terrazas
John Lee Hancock
Theo Love
Awi Suryadi
Raj Babu
Javier Ruiz Caldera
"Chanon Yingyong, Phuwanit Pholdee"
Stuart Sender
Wenn V. Deramas
Joyce Bernal
Maryo J. De los Reyes
"Karan Shivajirao Chavan, Vikram Tanajirao Patil"
Amy Schumer
Richard Loncraine
Pia Sukanya
Yann Gozlan
Lukas Dhont
"Michael Simon, Matthew McNeil"
Frank W Chen
Olivia M. Lamasan
J.C. Chandor
Brian Klein
"Ibrahim Bin Mohamed, Hasan Aljaberi"
Clark Johnson
Emmanuel Mouret
Conor Allyn
Nuel Naval
Keoni Waxman
Isao Yukisada
A.R. Murugadoss
Fritz Ofner
Nottapon Boonprakob
Xavier Gens
Jonathan A. Rosenbaum
Franck Phelizon
Peter Howitt
Chiwetel Ejiofor
"Rodrigo Salomón, Pietro Scappini"
Miguel Ángel Vivas
Carlos Vermut
Sridhar Rangayan
Michael Blieden
Pawan K Shrivastava
Mar Targarona
Aruna Raje
Alex Lehmann
Elisabeth Vogler
Parambrata Chatterjee
Woo Min-ho
Paul Miller
Michael Del Monte
Suseenthiran
Kevin MacDonald
Matt Tyrnauer
Prasanth Varma
Gangadhar Salimath
Daniel J. Clark
Marcelo Galvão
Shanawaz Nellikunnil
Lars Kaalund
Hari Nath
Saket Chaudhary
Tanuja Chandra
"Jackie van Beek, Madeleine Sami"
Sachin Kamlakar Khot
Daniel Monzón
Rayka Zehtabchi
Tom Stern
Kelly Duane de la Vega
Julio Medem
Johnny Kevorkian
Amshan Kumar
"Adam Davis, Jerry Kolber, Trey Nelson, Erich Sturm"
"Hsu Chih-yen, Mag Hsu"
Rick Morales
Michael D. Black
Dan Gilroy
Mamat Khalid
Amarjit Virdi
Nishil Sheth
Byun Hyuk
Zoe Berriatúa
Adam Bhala Lough
Faozan Rizal
Mansore
Kuntz Agus
"Hanung Bramantyo, Meisa Felaroze"
Jerrold Tarog
"Laura Alvea, José Ortuño"
Gastón Duprat
"Andy Caballero, Diego Corsini"
Seren Yüce
Jonathan Helpert
André D'Elia
Skye Borgman
Hashim Nadeem Khan
Sarjun
Feroz
Syed Atif Ali
Lee Seung-won
Rik Reinholdtsen
Gauravv K Chawla
Bent-Jorgen Perlmutt
Hugo Stuven
Greg Pritikin
"Kobun Shizuno, Hiroyuki Seshita"
Kunal Kohli
Noor Imran Mithu
Nonzee Nimibutr
Ísold Uggadóttir
Lorena Munoz
Genevieve Nnaji
"Terry Gilliam, Terry Jones"
Yanyong Kuruaungkoul
Lenin Bharathi
Kunihiko Yuyama
Ranjit Jeyakodi
Ram
John Fortenberry
Chris Bould
"Kevin Booth, David Johndrow"
Paul M. Green
Julio Fernández Talamantes
Walter C. Miller
Noriyuki Abe
Ellen Brown
Matt Askem
Rob Zombie
Álvaro Brechner
Rakesh Mehta
Eduardo Chauvet
Gonzalo Bendala
Noam Murro
Kheiron
Susanne Bier
Irek Dobrowolski
Gilbert Chan
Rarecho
Steve Cheng
Sam Loh
Jason Lai
Samit Kakkad
"Joel Gallen, Tig Notaro"
Prasobh Vijayan
Sriram Raghavan
"Elaine Bogan, John Sanford"
Michael Cuesta
David Cronenberg
Thom Zimny
James Marsh
Sean Olson
Sigrid Andrea Bernardo
Guillermo de Oliveira
Manoj Beedha
Alfonso Cuarón
"John Hoffman, Nanfu Wang"
Marco Risi
Anne Fletcher
Marek Losey
Andy Serkis
Mat King
Jacob Joice
Bert Marcus
Ahsan Rahim
Andrew Lau Wai-Keung
Cheang Pou Soi
Enrique García Meza
Katarina Launing
Johnnie To
Lawrence Cheng
Prakash Balwant Saini
Nam Ron
Baljit Singh Deo
"Leung Lok Man, Luk Kim-ching"
Jazz Boon
Felix Chong
Dhanush
Gary Mak
Liu Jiang
"Joseduardo Giordano, Sergio Goyri Jr."
Alice Rohrwacher
Nandita Das
Romain Gavras
Sebastián Hofmann
"Denny Lu, Mike Myhre"
Clay Kaytis
Fernando Colomo
Robert Vince
Raditya Dika
David Paul Meyer
Daniel Goldhaber
Fred Cavayé
"Joel Coen, Ethan Coen"
V C Abhilash
Nila Madhab Panda
Timo Tjahjanto
Nakul Singh Sawhney
"Nishanth Ravindaran, Jathin Sanker Raj"
Swapna Waghmare Joshi
"Aitor Arregi, Jon Garaño"
Erik Matti
Christopher Guest
Vincent Kok
Christian Zübert
David Mackenzie
Tejas Prabha Vijay Deoskar
Matheus Souza
Sara Dosa
Bradley Walsh
Orson Welles
Morgan Neville
Indrajit Nattoji
Raj Kumar Gupta
Remo D'Souza
Arnab Chaudhuri
Rana Ranbir
"Priyadarshan, Kookie V. Gulati"
Vivek Agnihotri
Habib Faisal
Bobby Roth
Halder Gomes
Amitoj Mann
B. Unnikrishnan
Madhur Bhandarkar
Sajid Khan
Saji Surendran
Ksshitij Chaudhary
Sundar C.
Gary Binkow
Nikhil Advani
Navinder Pal Singh
Kunal Deshmukh
R. Kannan
Gaurav Narayanan
Kevin Layne
Jennifer M. Kroot
Akin Omotoso
Dani de la Torre
Tinge Krishnan
Aleksey German
Sergio Barrejón
Sandi Tan
Vijay Yelakanti
S.S. Rajamouli
"Joanna Lombardi, Bruno Ascenzo"
Kim Jee-woon
Rajesh Touchriver
David Lam
Thiru
Tom Forrest
Anik Datta
Shaad Ali
Gareth Evans
Paul Urkijo Alijo
Johanna Demetrakas
Padraic McKinley
Rizal Mantovani
Kief Davidson
"Rusty Cundieff, Darin Scott"
Kabir Bhatia
Chris Eigeman
Olaf de Fleur
Tamara Jenkins
Kavi Raz
Nick Simon
"Eric Idle, Aubrey Powell"
Anthony Giordano
Will Yapp
Eric Idle
"Terry Hughes, Ian MacNaughton"
"Roger Graef, James Rogan"
Terry Jones
Ian MacNaughton
Albert Sharpe
Simranjit Singh Hundal
N. Linguswamy
Deep Joshi
Manjeet Maan
Shagufta Rafique
Tinu Pappachan
Amarpreet G S Chabbra
Paresh Mokashi
Rohit Jugraj
Atharv Baluja
Vishal Bhardwaj
Shashanka Ghosh
Puneet Sira
Aziz Mirza
Sameer Sharma
Chandan Arora
Rajan Madhav
Raaghav Dar
Ishi Rudell
David Lee Miller
Amit Saxena
Jaivi Dhanda
Suman Ghosh
Kabir Khan
Akshay Akkineni
Nidhi Sharma
"Mastan Alibhai Burmawalla, Abbas Alibhai Burmawalla"
Vipin Parashar
Vikram Pradhan
Vijay
Sartaj Singh Pannu
Ayaan Mukherji
Sidharth Malhotra
Saket Behl
Anjum Shahzad
Ken Kwapis
Monique Gardenberg
Han Yan
Jeremy Saulnier
Kim A. Snyder
"Álvaro Longoria, Gerardo Olivares"
Anthony Byrne
"Rashida Jones, Alan Hicks"
Ariel Vromen
Nicole Holofcener
Alessio Cremonini
Joram Lürsen
Madeleine Gavin
"Kevin R. Adams, Joe Ksander"
Ian Samuels
Franck Ribière
Peter Ho
Qaushiq Mukherjee
Onir
Jatla Siddartha
Kanwal Sethi
Samuel Jouy
Shivam Nair
Jordan Brady
Todd Biermann
Patrick Graham
Mike Clattenburg
Han Qing
Ashwiny Iyer Tiwari
Atlee Kumar
Ravi Udyawar
R. Balki
Shree Narayan Singh
Manuel Martín Cuenca
Susan Johnson
Y. Joon Chung
Rucha Humnabadkar
Mike Newell
Jake Szymanski
Abhishek Varman
Sabir Khan
Nikhil Nagesh Bhat
"Xiaoxing Yi, Yoshitaka Takeuchi, Haoling Li"
Lauren Miller Rogen
"Vikas Bahl, Nitesh Tiwari"
Khalid Mohamed
Sanjay Leela Bhansali
Prem Soni
Prabhu Deva
Mandeep Kumar
"Jesse Handsher, Olivier Roland"
Pablo Giorgelli
Ted Emery
Tony Datis
"Raúl Campos, Jan Suter"
Ben Young
Kirby Dick
Chris Jenkins
Diego Cohen
Lee Eung-bok
Jody Hill
Samu Fuentes
Alexandre Espigares
Scott L. Montoya
Sam Voutas
Raj Kaushal
"Bo Burnham, Christopher Storer"
K.C. Bokadia
Samir Soni
Juan Antonio de la Riva
"Bert Marcus, Cyrus Saidi"
Shlok Sharma
Yayo Herrero
Matt Palmer
Rodrigo Triana
Elaine McMillion Sheldon
Federico D'Alessandro
Seiji Mizushima
Myriam Aziza
Gerard Barrett
Rene Liu
"Madeleine Parry, Jon Olb"
"Zoya Akhtar, Karan Johar, Anurag Kashyap, Dibakar Banerjee"
Oded Raz
"Mariana Tschudi, Héctor Gálvez"
Ramón Salazar
Eduardo Mendoza de Echave
Craig Johnson
Jeffrey Walker
Shadab Khan
Nattawut Poonpiriya
Felix Starck
Norberto López Amado
Alex Richanbach
Tig Notaro
Brit McAdams
Mercedes Cordova
Hayao Miyazaki
"Anthony Abrams, Adam Larson Broder"
"Trey Borzillieri, Barbara Schroeder"
Bobcat Goldthwait
Dani Levy
Sonny Mallhi
Andrew Niccol
Isabelle Nanty
"Rob Epstein, Jeffrey Friedman"
Antonio Morabito
Rene Bueno
John Woo
Patricia Ferreira
Jimmy Henderson
Devashish Makhija
Amal Neerad
"Fluvio Iannuci, Roly Santos"
Julius R. Nasso
Lucas Figueroa
Alex Timbers
Alfonso Rodríguez
"Guillermo Garcia, David Cantolla"
